----------------------------------------------------------------------------------------------------,
Accel-Sim-build,
APPS,QV100-SASS-Accelwattch_SASS_SIM
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--all_kernels,accelsim-commit-6465301_modified_0.0_26-09-16-21-52-33
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--all_kernels,accelsim-commit-6465301_modified_0.0_26-09-16-21-52-33
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--all_kernels,accelsim-commit-6465301_modified_0.0_26-09-16-21-52-33
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--all_kernels,accelsim-commit-6465301_modified_0.0_26-09-16-21-52-33
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--all_kernels,accelsim-commit-6465301_modified_0.0_26-09-16-21-52-33
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--all_kernels,accelsim-commit-6465301_modified_0.0_26-09-16-21-52-33
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--all_kernels,accelsim-commit-6465301_modified_0.0_26-09-16-21-52-33
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--all_kernels,accelsim-commit-6465301_modified_0.0_26-09-16-21-52-33
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--all_kernels,accelsim-commit-6465301_modified_0.0_26-09-16-21-52-33
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--all_kernels,accelsim-commit-6465301_modified_0.0_26-09-16-21-52-33

----------------------------------------------------------------------------------------------------,
GPGPU-Sim-build,
APPS,QV100-SASS-Accelwattch_SASS_SIM
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--all_kernels,gpgpu-sim_git-commit-e10018b6_modified_0.0.
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--all_kernels,gpgpu-sim_git-commit-e10018b6_modified_0.0.
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--all_kernels,gpgpu-sim_git-commit-e10018b6_modified_0.0.
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--all_kernels,gpgpu-sim_git-commit-e10018b6_modified_0.0.
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--all_kernels,gpgpu-sim_git-commit-e10018b6_modified_0.0.
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--all_kernels,gpgpu-sim_git-commit-e10018b6_modified_0.0.
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--all_kernels,gpgpu-sim_git-commit-e10018b6_modified_0.0.
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--all_kernels,gpgpu-sim_git-commit-e10018b6_modified_0.0.
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--all_kernels,gpgpu-sim_git-commit-e10018b6_modified_0.0.
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--all_kernels,gpgpu-sim_git-commit-e10018b6_modified_0.0.

----------------------------------------------------------------------------------------------------,
gpu_tot_sim_insn\s*=\s*(.*),
APPS,QV100-SASS-Accelwattch_SASS_SIM
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z22bpnn_layerforward_CUDAPfS_S_S_ii,7589888.0
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,2883936.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z6KernelP4NodePiPbS2_S2_S1_i,793220.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z7Kernel2PbS_S_S_i,417778.0
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--_Z14calculate_tempiPfS_iiiiffffff,33950092.0
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--_Z6kernelv,7329465.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_diagonalPfii,78692.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z13lud_perimeterPfii,96480.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_internalPfii,243712.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_1PiS_S_iiii,333072.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_2PiS_S_iiii,262164.0
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--_Z6euclidPcffPfiii,6714538.0
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--_Z14dynproc_kerneliPiS_S_iiii,1059640.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_1PfS_S_S_S_S_iif,7804350.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_2PfS_S_S_S_S_iiff,3083904.0
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--_Z12pgain_kerneliilP5PointiPfS1_PiPb,20365977.0

----------------------------------------------------------------------------------------------------,
gpgpu_simulation_time\s*=.*\(([0-9]+) sec\).*,
APPS,QV100-SASS-Accelwattch_SASS_SIM
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z22bpnn_layerforward_CUDAPfS_S_S_ii,7.0
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,7.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z6KernelP4NodePiPbS2_S2_S1_i,14.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z7Kernel2PbS_S_S_i,7.0
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--_Z14calculate_tempiPfS_iiiiffffff,37.0
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--_Z6kernelv,5.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_diagonalPfii,16.0
